Finding ID,Finding,Finding type,Source PDF,Page,Extracted evidence,Dataset records,Calculation,Confidence,Notes
F-AMEND-03,"For the 83 amended tenders where both versions can be dated, the bidding window as first advertised was a median of 22 days and the window after amendment a median of 30 days - so the 22-day median this investigation reports for the whole archive is the amended figure, not the one bidders first saw",DATA-DERIVED FINDING,Tender Notice_PDFs/CDA_Tender_409461.pdf,1-3,ministry: Ministry : Ministry of Housing and Public Works Division : || agency: Organization : Chittagong Development Authority Procuring Entity Name : Electrical & Mechanical Engineering || district: Procuring Entity Code : Procuring Entity District : Chattogram || city: Organization : Chittagong Development Authority Procuring Entity Name : Electrical & Mechanical Engineering || thana: Tender/Proposal : Kotowali Circle Fax No : || country: Country : Bangladesh,tenders.csv tender_id=409461 (37/37 recorded values found on the page); eligibility_criteria.csv tender_id=409461 clause 1 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=409461 clause 2 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=409461 clause 3 (2/2 recorded values found on the page); lots.csv tender_id=409461 (5/6 recorded values found on the page); amendments.csv tender_id=409461 (2/2 recorded values found on the page),published_date from tenders.csv against the old and new closing dates in amendment_changes.csv,"High for the arithmetic, which is given in full in the Calculation column; the inputs are printed values.","1 value(s) are printed in another form - a reassembled table cell, or wording that differs - and are shown against the page in evidence_index.json"
F-AMEND-04,"In 36 tenders the requirement to enter was rewritten after the notice was published. The change tables print 10 money thresholds in both versions; 7 of them move in a direction that can be read, 6 down and 1 up",DATA-DERIVED FINDING,Tender Notice_PDFs/CDA_Tender_100483.pdf,1-2,ministry: Ministry : Ministry of Housing and Public Works Division : || agency: Organization : Chittagong Development Authority Procuring Entity Name : Project Director(Silimpur) || procuring_entity: Organization : Chittagong Development Authority Procuring Entity Name : Project Director(Silimpur) || district: Organization : Chittagong Development Authority Procuring Entity Name : Project Director(Silimpur) || city: Organization : Chittagong Development Authority Procuring Entity Name : Project Director(Silimpur) || thana: Tender/Proposal : Kotowali Circle Fax No :,tenders.csv tender_id=100483 (37/37 recorded values found on the page); eligibility_criteria.csv tender_id=100483 clause 1 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=100483 clause 2 (2/2 recorded values found on the page); lots.csv tender_id=100483 (5/6 recorded values found on the page); amendments.csv tender_id=100483 (2/2 recorded values found on the page),"amendment_changes.csv where the field name mentions eligibility or qualification; each block split into clauses on the hash the portal prints, clauses matched to their nearest counterpart by difflib ratio at 0.6, and a sum read only where a scale word is printed on both sides","High for the arithmetic, which is given in full in the Calculation column; the inputs are printed values.","1 value(s) are printed in another form - a reassembled table cell, or wording that differs - and are shown against the page in evidence_index.json"
F-AMEND-04,"In 36 tenders the requirement to enter was rewritten after the notice was published. The change tables print 10 money thresholds in both versions; 7 of them move in a direction that can be read, 6 down and 1 up",DATA-DERIVED FINDING,Tender Notice_PDFs/CDA_Tender_342502.pdf,1-3,"ministry: Ministry : Ministry of Housing and Public Works Division : || agency: Organization : Chittagong Development Authority Procuring Entity Name : Project Director(Rajib Das) || procuring_entity: Organization : Chittagong Development Authority Procuring Entity Name : Project Director(Rajib Das) || district: Procuring Entity Code : Procuring Entity District : Chattogram || city: Procuring Entity Code : Procuring Entity District : Chattogram || thana: Address of Official Inviting Address : CDA Building, Kotowali Contact details of Official Inviting Tender/Proposal : Phone No : 031-624401",tenders.csv tender_id=342502 (37/37 recorded values found on the page); eligibility_criteria.csv tender_id=342502 clause 1 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=342502 clause 2 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=342502 clause 3 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=342502 clause 4 (2/2 recorded values found on the page); lots.csv tender_id=342502 (6/6 recorded values found on the page); amendments.csv tender_id=342502 (2/2 recorded values found on the page),"amendment_changes.csv where the field name mentions eligibility or qualification; each block split into clauses on the hash the portal prints, clauses matched to their nearest counterpart by difflib ratio at 0.6, and a sum read only where a scale word is printed on both sides","High for the arithmetic, which is given in full in the Calculation column; the inputs are printed values.",
F-AMEND-04,"In 36 tenders the requirement to enter was rewritten after the notice was published. The change tables print 10 money thresholds in both versions; 7 of them move in a direction that can be read, 6 down and 1 up",DATA-DERIVED FINDING,Tender Notice_PDFs/CDA_Tender_786407.pdf,1-3,"ministry: Ministry : Ministry of Housing and Public Works Division : || agency: Organization : Chittagong Development Authority Procuring Entity Name : Executive Engineer, Construction Division- || district: Procuring Entity Code : Procuring Entity District : Chattogram || city: Organization : Chittagong Development Authority Procuring Entity Name : Executive Engineer, Construction Division- || thana: Tender/Proposal : Kotowali Circle, Chittagong. Fax No : || country: Country : Bangladesh",tenders.csv tender_id=786407 (36/36 recorded values found on the page); eligibility_criteria.csv tender_id=786407 clause 1 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=786407 clause 2 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=786407 clause 3 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=786407 clause 4 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=786407 clause 5 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=786407 clause 6 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=786407 clause 7 (2/2 recorded values found on the page); lots.csv tender_id=786407 (6/6 recorded values found on the page); amendments.csv tender_id=786407 (2/2 recorded values found on the page),"amendment_changes.csv where the field name mentions eligibility or qualification; each block split into clauses on the hash the portal prints, clauses matched to their nearest counterpart by difflib ratio at 0.6, and a sum read only where a scale word is printed on both sides","High for the arithmetic, which is given in full in the Calculation column; the inputs are printed values.",
F-AMEND-04,"In 36 tenders the requirement to enter was rewritten after the notice was published. The change tables print 10 money thresholds in both versions; 7 of them move in a direction that can be read, 6 down and 1 up",DATA-DERIVED FINDING,Tender Notice_PDFs/CDA_Tender_993988.pdf,1-2,"ministry: Ministry : Ministry of Housing and Public Works Division : || agency: Organization : Chittagong Development Authority Procuring Entity Name : Office of the Secretary || procuring_entity: Organization : Chittagong Development Authority Procuring Entity Name : Office of the Secretary || district: Procuring Entity Code : Procuring Entity District : Chattogram || city: Organization : Chittagong Development Authority Procuring Entity Name : Office of the Secretary || thana: Kotowali,",tenders.csv tender_id=993988 (37/37 recorded values found on the page); eligibility_criteria.csv tender_id=993988 clause 1 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=993988 clause 2 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=993988 clause 3 (2/2 recorded values found on the page); lots.csv tender_id=993988 (5/6 recorded values found on the page); amendments.csv tender_id=993988 (2/2 recorded values found on the page),"amendment_changes.csv where the field name mentions eligibility or qualification; each block split into clauses on the hash the portal prints, clauses matched to their nearest counterpart by difflib ratio at 0.6, and a sum read only where a scale word is printed on both sides","High for the arithmetic, which is given in full in the Calculation column; the inputs are printed values.","1 value(s) are printed in another form - a reassembled table cell, or wording that differs - and are shown against the page in evidence_index.json"
F-AMEND-04,"In 36 tenders the requirement to enter was rewritten after the notice was published. The change tables print 10 money thresholds in both versions; 7 of them move in a direction that can be read, 6 down and 1 up",DATA-DERIVED FINDING,Tender Notice_PDFs/CDA_Tender_993999.pdf,1-3,"ministry: Ministry : Ministry of Housing and Public Works Division : || agency: Organization : Chittagong Development Authority Procuring Entity Name : Office of the Secretary || procuring_entity: Organization : Chittagong Development Authority Procuring Entity Name : Office of the Secretary || district: Procuring Entity Code : Procuring Entity District : Chattogram || city: Organization : Chittagong Development Authority Procuring Entity Name : Office of the Secretary || thana: Kotowali,",tenders.csv tender_id=993999 (36/36 recorded values found on the page); eligibility_criteria.csv tender_id=993999 clause 1 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=993999 clause 2 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=993999 clause 3 (2/2 recorded values found on the page); lots.csv tender_id=993999 (5/6 recorded values found on the page); amendments.csv tender_id=993999 (2/2 recorded values found on the page),"amendment_changes.csv where the field name mentions eligibility or qualification; each block split into clauses on the hash the portal prints, clauses matched to their nearest counterpart by difflib ratio at 0.6, and a sum read only where a scale word is printed on both sides","High for the arithmetic, which is given in full in the Calculation column; the inputs are printed values.","1 value(s) are printed in another form - a reassembled table cell, or wording that differs - and are shown against the page in evidence_index.json"
F-AMEND-05,"No amendment in the archive prints the date it was made, and only 16 of the 160 amendment notices print any ground for the change; so whether a rule was rewritten before or after firms bought the tender document cannot be established from these documents",UNRESOLVED,Tender Notice_PDFs/CDA_Tender_398199.pdf,1-2,ministry: Ministry : Ministry of Housing and Public Works Division : || agency: Organization : Chittagong Development Authority Procuring Entity Name : Electrical & Mechanical Engineering || district: Procuring Entity Code : Procuring Entity District : Chattogram || city: Organization : Chittagong Development Authority Procuring Entity Name : Electrical & Mechanical Engineering || thana: Tender/Proposal : Kotowali Circle Fax No : || country: Country : Bangladesh,tenders.csv tender_id=398199 (37/37 recorded values found on the page); eligibility_criteria.csv tender_id=398199 clause 1 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=398199 clause 2 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=398199 clause 3 (2/2 recorded values found on the page); lots.csv tender_id=398199 (6/6 recorded values found on the page); amendments.csv tender_id=398199 (2/2 recorded values found on the page),"amendments.csv notice_text searched for a phrase offering a ground; raw_pages.json searched across all 1,805 documents for a label pairing amendment or corrigendum with a date",Certain that the supplied documents do not answer it. Nothing here asserts what the answer would be.,
F-AMEND-05,"No amendment in the archive prints the date it was made, and only 16 of the 160 amendment notices print any ground for the change; so whether a rule was rewritten before or after firms bought the tender document cannot be established from these documents",UNRESOLVED,Tender Notice_PDFs/CDA_Tender_409461.pdf,1-3,ministry: Ministry : Ministry of Housing and Public Works Division : || agency: Organization : Chittagong Development Authority Procuring Entity Name : Electrical & Mechanical Engineering || district: Procuring Entity Code : Procuring Entity District : Chattogram || city: Organization : Chittagong Development Authority Procuring Entity Name : Electrical & Mechanical Engineering || thana: Tender/Proposal : Kotowali Circle Fax No : || country: Country : Bangladesh,tenders.csv tender_id=409461 (37/37 recorded values found on the page); eligibility_criteria.csv tender_id=409461 clause 1 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=409461 clause 2 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=409461 clause 3 (2/2 recorded values found on the page); lots.csv tender_id=409461 (5/6 recorded values found on the page); amendments.csv tender_id=409461 (2/2 recorded values found on the page),"amendments.csv notice_text searched for a phrase offering a ground; raw_pages.json searched across all 1,805 documents for a label pairing amendment or corrigendum with a date",Certain that the supplied documents do not answer it. Nothing here asserts what the answer would be.,"1 value(s) are printed in another form - a reassembled table cell, or wording that differs - and are shown against the page in evidence_index.json"
F-AMEND-05,"No amendment in the archive prints the date it was made, and only 16 of the 160 amendment notices print any ground for the change; so whether a rule was rewritten before or after firms bought the tender document cannot be established from these documents",UNRESOLVED,Tender Notice_PDFs/KDA_Tender_1020481.pdf,1-2,ministry: Ministry : Ministry of Housing and Public Works Division : || agency: Organization : Khulna Development Authority (KDA) Procuring Entity Name : Office of the Project Director (KDA || district: Organization : Khulna Development Authority (KDA) Procuring Entity Name : Office of the Project Director (KDA || city: Organization : Khulna Development Authority (KDA) Procuring Entity Name : Office of the Project Director (KDA || thana: Thana : Khulna City Corporation || country: Country : Bangladesh,tenders.csv tender_id=1020481 (37/37 recorded values found on the page); eligibility_criteria.csv tender_id=1020481 clause 1 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=1020481 clause 2 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=1020481 clause 3 (2/2 recorded values found on the page); lots.csv tender_id=1020481 (6/6 recorded values found on the page); amendments.csv tender_id=1020481 (2/2 recorded values found on the page),"amendments.csv notice_text searched for a phrase offering a ground; raw_pages.json searched across all 1,805 documents for a label pairing amendment or corrigendum with a date",Certain that the supplied documents do not answer it. Nothing here asserts what the answer would be.,
F-AMEND-05,"No amendment in the archive prints the date it was made, and only 16 of the 160 amendment notices print any ground for the change; so whether a rule was rewritten before or after firms bought the tender document cannot be established from these documents",UNRESOLVED,Tender Notice_PDFs/KDA_Tender_868640.pdf,1-3,ministry: Ministry : Ministry of Housing and Public Works Division : || agency: Organization : Khulna Development Authority (KDA) Procuring Entity Name : Office of the Project Director (3Link Road) || procuring_entity: Organization : Khulna Development Authority (KDA) Procuring Entity Name : Office of the Project Director (3Link Road) || district: Organization : Khulna Development Authority (KDA) Procuring Entity Name : Office of the Project Director (3Link Road) || city: Organization : Khulna Development Authority (KDA) Procuring Entity Name : Office of the Project Director (3Link Road) || thana: Thana : Khulna City Corporation,tenders.csv tender_id=868640 (37/37 recorded values found on the page); eligibility_criteria.csv tender_id=868640 clause 1 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=868640 clause 2 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=868640 clause 3 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=868640 clause 4 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=868640 clause 5 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=868640 clause 6 (2/2 recorded values found on the page); lots.csv tender_id=868640 (6/6 recorded values found on the page); amendments.csv tender_id=868640 (2/2 recorded values found on the page),"amendments.csv notice_text searched for a phrase offering a ground; raw_pages.json searched across all 1,805 documents for a label pairing amendment or corrigendum with a date",Certain that the supplied documents do not answer it. Nothing here asserts what the answer would be.,
F-AMEND-05,"No amendment in the archive prints the date it was made, and only 16 of the 160 amendment notices print any ground for the change; so whether a rule was rewritten before or after firms bought the tender document cannot be established from these documents",UNRESOLVED,eGP_Forensic_Engine/2026-01-04-13-47-03-e-PG3A.pdf,81,,no dataset row is keyed to this document,"amendments.csv notice_text searched for a phrase offering a ground; raw_pages.json searched across all 1,805 documents for a label pairing amendment or corrigendum with a date",Certain that the supplied documents do not answer it. Nothing here asserts what the answer would be.,
F-ELIG-01,"545 of the 1150 tender notices print at least one rule of entry a reader can check; 615 print at least one clause that points at a document the portal does not publish, and 10 do both",DOCUMENTED FACT,Tender Notice_PDFs/CDA_Tender_15000.pdf,1-2,"ministry: Ministry : Ministry of Energy, Power and Minearal Division : Power Division || agency: Organization : Power Grid Company of Bangladesh Ltd. Procuring Entity Name : Grid Maintenance Division, Comilla || procuring_entity_code: Procuring Entity Code : 014 Procuring Entity District : Comilla || district: Organization : Power Grid Company of Bangladesh Ltd. Procuring Entity Name : Grid Maintenance Division, Comilla || city: Organization : Power Grid Company of Bangladesh Ltd. Procuring Entity Name : Grid Maintenance Division, Comilla || thana: Address of Official Inviting Address : Biddut bhaban, Jangalia, Contact details of Official Inviting Tender/Proposal : Phone No : 081-64752",tenders.csv tender_id=15000 (37/37 recorded values found on the page); eligibility_criteria.csv tender_id=15000 clause 1 (2/2 recorded values found on the page); lots.csv tender_id=15000 (6/6 recorded values found on the page),eligibility_criteria.csv grouped by defers_to_another_document,High. The value is printed on the page named here and was re-read by a second extractor.,
F-ELIG-01,"545 of the 1150 tender notices print at least one rule of entry a reader can check; 615 print at least one clause that points at a document the portal does not publish, and 10 do both",DOCUMENTED FACT,Tender Notice_PDFs/CDA_Tender_18000.pdf,1-2,ministry: Ministry : Ministry of Road Transport and Bridges Division : Road Transport and Highways Division || agency: Organization : Roads & Highways Department (RHD) Procuring Entity Name : Dinajpur Road Division || procuring_entity: Organization : Roads & Highways Department (RHD) Procuring Entity Name : Dinajpur Road Division || procuring_entity_code: Procuring Entity Code : dinRD Procuring Entity District : Dinajpur || district: Organization : Roads & Highways Department (RHD) Procuring Entity Name : Dinajpur Road Division || city: Organization : Roads & Highways Department (RHD) Procuring Entity Name : Dinajpur Road Division,tenders.csv tender_id=18000 (37/37 recorded values found on the page); eligibility_criteria.csv tender_id=18000 clause 1 (2/2 recorded values found on the page); lots.csv tender_id=18000 (6/6 recorded values found on the page),eligibility_criteria.csv grouped by defers_to_another_document,High. The value is printed on the page named here and was re-read by a second extractor.,
F-ELIG-01,"545 of the 1150 tender notices print at least one rule of entry a reader can check; 615 print at least one clause that points at a document the portal does not publish, and 10 do both",DOCUMENTED FACT,Tender Notice_PDFs/CDA_Tender_42800.pdf,1-2,"ministry: Ministry : Ministry of Local Government, Rural Division : Local Government Division || agency: Organization : Local Government Engineering Procuring Entity Name : Office of the Executive Engineer, LGED, || district: Department (LGED) Chittagong || city: Department (LGED) Chittagong || thana: Thana : Chittagong Sadar || country: Country : Bangladesh",tenders.csv tender_id=42800 (36/36 recorded values found on the page); eligibility_criteria.csv tender_id=42800 clause 1 (2/2 recorded values found on the page); lots.csv tender_id=42800 (6/6 recorded values found on the page),eligibility_criteria.csv grouped by defers_to_another_document,High. The value is printed on the page named here and was re-read by a second extractor.,
F-ELIG-02,"Of the 3239 clauses the notices print, 1327 read as ordinary for this archive, 870 set themselves apart in one way, 59 name a particular product, and 22 do two or more of those at once",DATA-DERIVED FINDING,Tender Notice_PDFs/CDA_Tender_1001782.pdf,1-2,ministry: Ministry : Ministry of Housing and Public Works Division : || agency: Organization : Chittagong Development Authority Procuring Entity Name : Project Director (CDA Square) || procuring_entity: Organization : Chittagong Development Authority Procuring Entity Name : Project Director (CDA Square) || district: Procuring Entity Code : Procuring Entity District : Chattogram || city: Organization : Chittagong Development Authority Procuring Entity Name : Project Director (CDA Square) || thana: Tender/Proposal : Kotowali Circle Fax No :,tenders.csv tender_id=1001782 (36/36 recorded values found on the page); eligibility_criteria.csv tender_id=1001782 clause 1 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=1001782 clause 2 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=1001782 clause 3 (2/2 recorded values found on the page); lots.csv tender_id=1001782 (5/6 recorded values found on the page),"one label per row of eligibility_criteria.csv, by the rule in LABEL_MEANING; thresholds compared against the ninetieth percentile of the same kind of figure across the archive","High for the arithmetic, which is given in full in the Calculation column; the inputs are printed values.","1 value(s) are printed in another form - a reassembled table cell, or wording that differs - and are shown against the page in evidence_index.json"
F-ELIG-02,"Of the 3239 clauses the notices print, 1327 read as ordinary for this archive, 870 set themselves apart in one way, 59 name a particular product, and 22 do two or more of those at once",DATA-DERIVED FINDING,Tender Notice_PDFs/CDA_Tender_110297.pdf,1-2,ministry: Ministry : Ministry of Housing and Public Works Division : || agency: Organization : Chittagong Development Authority Procuring Entity Name : Project Director (Saltgola) || procuring_entity: Organization : Chittagong Development Authority Procuring Entity Name : Project Director (Saltgola) || district: Organization : Chittagong Development Authority Procuring Entity Name : Project Director (Saltgola) || city: Organization : Chittagong Development Authority Procuring Entity Name : Project Director (Saltgola) || thana: Tender/Proposal : Kotowali Circle Fax No :,tenders.csv tender_id=110297 (36/36 recorded values found on the page); eligibility_criteria.csv tender_id=110297 clause 1 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=110297 clause 2 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=110297 clause 3 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=110297 clause 4 (2/2 recorded values found on the page),"one label per row of eligibility_criteria.csv, by the rule in LABEL_MEANING; thresholds compared against the ninetieth percentile of the same kind of figure across the archive","High for the arithmetic, which is given in full in the Calculation column; the inputs are printed values.",
F-ELIG-02,"Of the 3239 clauses the notices print, 1327 read as ordinary for this archive, 870 set themselves apart in one way, 59 name a particular product, and 22 do two or more of those at once",DATA-DERIVED FINDING,Tender Notice_PDFs/CDA_Tender_133881.pdf,1-2,ministry: Ministry : Ministry of Housing and Public Works Division : || agency: Organization : Chittagong Development Authority Procuring Entity Name : Project Director (CDA Square) || procuring_entity: Organization : Chittagong Development Authority Procuring Entity Name : Project Director (CDA Square) || district: Organization : Chittagong Development Authority Procuring Entity Name : Project Director (CDA Square) || city: Organization : Chittagong Development Authority Procuring Entity Name : Project Director (CDA Square) || thana: Tender/Proposal : Kotowali Circle Fax No :,tenders.csv tender_id=133881 (37/37 recorded values found on the page); eligibility_criteria.csv tender_id=133881 clause 1 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=133881 clause 2 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=133881 clause 3 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=133881 clause 4 (2/2 recorded values found on the page); lots.csv tender_id=133881 (5/6 recorded values found on the page); amendments.csv tender_id=133881 (2/2 recorded values found on the page),"one label per row of eligibility_criteria.csv, by the rule in LABEL_MEANING; thresholds compared against the ninetieth percentile of the same kind of figure across the archive","High for the arithmetic, which is given in full in the Calculation column; the inputs are printed values.","1 value(s) are printed in another form - a reassembled table cell, or wording that differs - and are shown against the page in evidence_index.json"
F-ELIG-02,"Of the 3239 clauses the notices print, 1327 read as ordinary for this archive, 870 set themselves apart in one way, 59 name a particular product, and 22 do two or more of those at once",DATA-DERIVED FINDING,Tender Notice_PDFs/CDA_Tender_173113.pdf,1-2,"ministry: Ministry : Ministry of Housing and Public Works Division : || agency: Organization : Chittagong Development Authority Procuring Entity Name : Management Information System (MIS) || procuring_entity: Organization : Chittagong Development Authority Procuring Entity Name : Management Information System (MIS) || district: Organization : Chittagong Development Authority Procuring Entity Name : Management Information System (MIS) || city: Organization : Chittagong Development Authority Procuring Entity Name : Management Information System (MIS) || thana: Tender/Proposal : Kotowali Circle, Chittagong Fax No : 031-614610",tenders.csv tender_id=173113 (36/36 recorded values found on the page); eligibility_criteria.csv tender_id=173113 clause 1 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=173113 clause 2 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=173113 clause 3 (2/2 recorded values found on the page); lots.csv tender_id=173113 (5/6 recorded values found on the page),"one label per row of eligibility_criteria.csv, by the rule in LABEL_MEANING; thresholds compared against the ninetieth percentile of the same kind of figure across the archive","High for the arithmetic, which is given in full in the Calculation column; the inputs are printed values.","1 value(s) are printed in another form - a reassembled table cell, or wording that differs - and are shown against the page in evidence_index.json"
F-FUNNEL-01,"Across the 591 award notices that print bid counts, 3436 documents were sold, 2749 bids arrived, 1752 were found responsive and 591 contracts were signed",DOCUMENTED FACT,Contract_Awards_PDFs/Tender_1000267.pdf,1-1,award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Rajdhani Unnayan Kartripakkha (RAJUK) || award_procuring_entity: Procuring Entity Name: Superintending Engineer (Civil Circle-3) || award_district: Procuring Entity District: Dhaka || award_for: Ministry/Division: Ministry of Housing and Public Works || award_method: Procurement Method: OTM,contracts.csv tender_id=1000267 (29/29 recorded values found on the page); bids.csv tender_id=1000267 (5/5 recorded values found on the page),"sum of documents_sold, bids_received and bids_responsive over the 591 rows of bids.csv where counts_printed = yes",High. The value is printed on the page named here and was re-read by a second extractor.,
F-FUNNEL-01,"Across the 591 award notices that print bid counts, 3436 documents were sold, 2749 bids arrived, 1752 were found responsive and 591 contracts were signed",DOCUMENTED FACT,Contract_Awards_PDFs/Tender_1000426.pdf,1-1,award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Rajshahi Development Authority || award_procuring_entity: Procuring Entity Name: Office of the Project Director || award_district: Agency: Rajshahi Development Authority || award_for: Ministry/Division: Ministry of Housing and Public Works || award_method: Procurement Method: OTM,contracts.csv tender_id=1000426 (29/29 recorded values found on the page); bids.csv tender_id=1000426 (5/5 recorded values found on the page),"sum of documents_sold, bids_received and bids_responsive over the 591 rows of bids.csv where counts_printed = yes",High. The value is printed on the page named here and was re-read by a second extractor.,
F-FUNNEL-01,"Across the 591 award notices that print bid counts, 3436 documents were sold, 2749 bids arrived, 1752 were found responsive and 591 contracts were signed",DOCUMENTED FACT,Contract_Awards_PDFs/Tender_1000945.pdf,1-1,"award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Rajdhani Unnayan Kartripakkha (RAJUK) || award_district: Dhanmondi, Dhaka. || award_for: Ministry/Division: Ministry of Housing and Public Works || award_method: Procurement Method: OTM || award_source_of_funds: Budget and Source of Funds: Own Fund Own Fund",contracts.csv tender_id=1000945 (29/29 recorded values found on the page); bids.csv tender_id=1000945 (5/5 recorded values found on the page),"sum of documents_sold, bids_received and bids_responsive over the 591 rows of bids.csv where counts_printed = yes",High. The value is printed on the page named here and was re-read by a second extractor.,
F-FUNNEL-02,"No supplied document names a single bidder, a single price or a single reason for rejection",UNRESOLVED,Contract_Awards_PDFs/Tender_95841.pdf,1-1,"award_ministry: Ministry/Division: Local Government Division || award_agency: Agency: Zilla Parishad, Sirajganj || award_procuring_entity: Procuring Entity Name: Zila Parishad, Sirajganj || award_district: Agency: Zilla Parishad, Sirajganj || award_for: Contract Award for: Works || award_method: Procurement Method: LTM",contracts.csv tender_id=95841 (29/29 recorded values found on the page); bids.csv tender_id=95841 (5/5 recorded values found on the page),bids.csv column bidder_level_data_available is no on every row,Certain that the supplied documents do not answer it. Nothing here asserts what the answer would be.,
F-FUNNEL-02,"No supplied document names a single bidder, a single price or a single reason for rejection",UNRESOLVED,Contract_Awards_PDFs/Tender_647356.pdf,1-1,award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Rajdhani Unnayan Kartripakkha (RAJUK) || award_procuring_entity: Procuring Entity Name: Uttara 3rd Phase Project || award_district: Procuring Entity District: Dhaka || award_for: Ministry/Division: Ministry of Housing and Public Works || award_method: Procurement Method: OTM,contracts.csv tender_id=647356 (29/29 recorded values found on the page); bids.csv tender_id=647356 (5/5 recorded values found on the page),bids.csv column bidder_level_data_available is no on every row,Certain that the supplied documents do not answer it. Nothing here asserts what the answer would be.,
F-FUNNEL-02,"No supplied document names a single bidder, a single price or a single reason for rejection",UNRESOLVED,Contract_Awards_PDFs/Tender_528756.pdf,1-1,award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Rajdhani Unnayan Kartripakkha (RAJUK) || award_procuring_entity: Procuring Entity Name: Purbachal New Town Project || award_district: Procuring Entity District: Dhaka || award_for: Ministry/Division: Ministry of Housing and Public Works || award_method: Procurement Method: OTM,contracts.csv tender_id=528756 (29/29 recorded values found on the page); bids.csv tender_id=528756 (5/5 recorded values found on the page),bids.csv column bidder_level_data_available is no on every row,Certain that the supplied documents do not answer it. Nothing here asserts what the answer would be.,
F-FUNNEL-03,201 of 591 tenders reached the award stage with exactly one responsive bid (34.0%),DATA-DERIVED FINDING,Contract_Awards_PDFs/Tender_1000426.pdf,1-1,award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Rajshahi Development Authority || award_procuring_entity: Procuring Entity Name: Office of the Project Director || award_district: Agency: Rajshahi Development Authority || award_for: Ministry/Division: Ministry of Housing and Public Works || award_method: Procurement Method: OTM,contracts.csv tender_id=1000426 (29/29 recorded values found on the page); bids.csv tender_id=1000426 (5/5 recorded values found on the page),count of rows in bids.csv where bids_responsive = 1,"High for the arithmetic, which is given in full in the Calculation column; the inputs are printed values.",
F-FUNNEL-03,201 of 591 tenders reached the award stage with exactly one responsive bid (34.0%),DATA-DERIVED FINDING,Contract_Awards_PDFs/Tender_1000945.pdf,1-1,"award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Rajdhani Unnayan Kartripakkha (RAJUK) || award_district: Dhanmondi, Dhaka. || award_for: Ministry/Division: Ministry of Housing and Public Works || award_method: Procurement Method: OTM || award_source_of_funds: Budget and Source of Funds: Own Fund Own Fund",contracts.csv tender_id=1000945 (29/29 recorded values found on the page); bids.csv tender_id=1000945 (5/5 recorded values found on the page),count of rows in bids.csv where bids_responsive = 1,"High for the arithmetic, which is given in full in the Calculation column; the inputs are printed values.",
