"file","column","total_rows","cells_filled","cells_empty","fill_percent","distinct_values","example_value","why_empty_cells_are_empty"
"rule_deviations.csv","tender_evidence_page","5525","3400","2125","61.5","3","1","Empty where there is no text excerpt for this test."
"rule_deviations.csv","interpretation_limit","5525","5525","0","100.0","18","The BDT 10 lakh floor and the publication duty are document-specific to e-PG3A, dated December 2025. Decisive timing check run this session: all 60 award notices that DO print an ownership table were ",""
"rule_deviations.csv","quote_reproduction_note","5525","5525","0","100.0","1","Quotes follow the clause's READING ORDER, which is not always the character order produced by `pdftotext -layout`. Three artefacts break a naive literal search and none of them means the quote is wron",""
"rule_deviations.csv","documented_fact","5525","5525","0","100.0","627","Document says: no ownership table printed. Rule says: publication required above BDT 10.00 Lac.",""
"rule_deviations.csv","investigative_hypothesis","5525","5525","0","100.0","18","Not asserted. The BDT 10 lakh floor and the publication duty are document-specific to e-PG3A, dated December 2025. Decisive timing check run this session: all 60 award notices that DO print an ownersh",""
"rule_deviations.csv","evidence_page_map","5525","1122","4403","20.3","2","eligibility p.1; bid counts p.1; contract value p.1; winner p.1","empty unless the row's evidence page was inherited from the master's compound provenance string; where it is filled it holds that whole string, and evidence_page holds the one page the rule's evidence sits on"
"rule_deviations.csv","portal_self_certified_signed_in_due_time","5525","591","4934","10.7","2","yes","empty on the 54 economic-operator award notices, which do not print the field at all, and on every tender with no award notice in the corpus"
"rule_deviations.csv","portal_indicator_note","5525","539","4986","9.8","1","The portal's own indicator is computed against a flat 28-day test: over the 591 award notices that answer the field and print both dates, it reads yes if and only if the gap is 28 days or fewer, with ","filled only where the portal answers yes; the note explains that the portal's yes is computed against a flat 28-day test rather than Rule 123(9)'s sliding 14 / 21 / 28-day scale, so a yes does not establish that the contract was signed in time"
"rules_broken_line_by_line.csv","line_no","1583","1583","0","100.0","1583","1",""
"rules_broken_line_by_line.csv","tender_id","1583","1583","0","100.0","730","1060379",""
"rules_broken_line_by_line.csv","tender_reference","1583","1582","1","99.9","698","RAJUK/PD_JHILMIL/DC-8","Not printed on 18 notices."
"rules_broken_line_by_line.csv","agency","1583","1583","0","100.0","6","RAJUK",""
"rules_broken_line_by_line.csv","package_description","1583","1583","0","100.0","701","Construction of Surface drain at Jhilmil Residential Project Area.Sector-4(Pakage#3,Lot-3.)",""
"rules_broken_line_by_line.csv","procurement_nature","1583","1582","1","99.9","4","Works","Empty where the published document does not contain the value. The five portal refusals ('not exists or You are un-authorized') account for the smallest group."
"rules_broken_line_by_line.csv","procurement_method","1583","1583","0","100.0","3","Open Tendering Method (OTM)",""
"rules_broken_line_by_line.csv","contract_value_bdt","1583","1435","148","90.7","580","118272231.79","Empty on the 510 tenders that have no award notice in the corpus."
"rules_broken_line_by_line.csv","winner_name","1583","1435","148","90.7","298","Starlite Services Limited","Empty on the 510 tenders that have no award notice in the corpus."
"rules_broken_line_by_line.csv","rule_code","1583","1583","0","100.0","9","R01",""
"rules_broken_line_by_line.csv","rule_short_name","1583","1583","0","100.0","9","BENEFICIAL_OWNERSHIP_NOT_PUBLISHED",""
"rules_broken_line_by_line.csv","rule_broken_plain_english","1583","1583","0","100.0","9","The award notice does not publish who actually owns the winning company, although the contract is above the BDT 10.00 Lac floor at which publication is required.",""
"rules_broken_line_by_line.csv","what_the_document_shows","1583","1583","0","100.0","252","no ownership table printed",""
"rules_broken_line_by_line.csv","what_the_rule_requires","1583","1583","0","100.0","10","publication required above BDT 10.00 Lac",""
"rules_broken_line_by_line.csv","rule_clause_cited","1583","1583","0","100.0","9","ITT 5.14 and ITT 68.1, read with Format e-PG3A-C Note 1",""
"rules_broken_line_by_line.csv","rule_pdf_file","1583","1583","0","100.0","1","eGP_Forensic_Engine/2026-01-04-13-47-03-e-PG3A.pdf",""
"rules_broken_line_by_line.csv","rule_pdf_page","1583","1583","0","100.0","8","14, 36, 87",""
"rules_broken_line_by_line.csv","rule_printed_page","1583","1583","0","100.0","8","s.1 p.6, p.28, p.79",""
"rules_broken_line_by_line.csv","rule_text_verbatim","1583","1583","0","100.0","9","ITT 5.14: 'A Tenderer shall provide its/their Beneficial Ownership related information, as the specified in Form e-PG3A-2, if it/they will be awarded the contract and declare their consent on publishi",""
"rules_broken_line_by_line.csv","clause_force","1583","1583","0","100.0","5","MANDATORY_SHALL",""
"rules_broken_line_by_line.csv","clause_certainty","1583","1583","0","100.0","2","VERBATIM_MANDATORY_IN_CORPUS",""
"rules_broken_line_by_line.csv","source_document_tested","1583","1583","0","100.0","5","AWARD_NOTICE",""
"rules_broken_line_by_line.csv","tender_notice_pdf","1583","1583","0","100.0","730","RAJUK_Tender_1060379.pdf",""
"rules_broken_line_by_line.csv","award_notice_pdf","1583","1435","148","90.7","601","Tender_1060379.pdf","Empty on the 510 tenders that have no award notice in the corpus."
"rules_broken_line_by_line.csv","evidence_page","1583","1583","0","100.0","2","1",""
"rules_broken_line_by_line.csv","evidence_excerpt","1583","1583","0","100.0","982","""Name of Supplier/Contractor/Consultant:  Starlite Services Limited"" is followed immediately by ""Location of Supplier/Contractor/Consultant:  Planners Tower(16th Floor), Suit No: 8-11,13/A, Sonargaon ",""
"rules_broken_line_by_line.csv","evidence_page_map","1583","448","1135","28.3","3","eligibility p.1; bid counts p.1; contract value p.1; winner p.1","empty unless the row's evidence page was inherited from the master's compound provenance string; where it is filled it holds that whole string, and evidence_page holds the one page the rule's evidence sits on"
"rules_broken_line_by_line.csv","portal_self_certified_signed_in_due_time","1583","383","1200","24.2","2","yes","empty on the 54 economic-operator award notices, which do not print the field at all, and on every tender with no award notice in the corpus"
"rules_broken_line_by_line.csv","portal_indicator_note","1583","331","1252","20.9","1","The portal's own indicator is computed against a flat 28-day test: over the 591 award notices that answer the field and print both dates, it reads yes if and only if the gap is 28 days or fewer, with ","filled only where the portal answers yes; the note explains that the portal's yes is computed against a flat 28-day test rather than Rule 123(9)'s sliding 14 / 21 / 28-day scale, so a yes does not establish that the contract was signed in time"
"rules_broken_line_by_line.csv","event_date_column_used","1583","1583","0","100.0","2","signing_date",""
"rules_broken_line_by_line.csv","event_year","1583","1583","0","100.0","13","2025",""
"rules_broken_line_by_line.csv","instrument_timing_vs_this_tender","1583","1583","0","100.0","27","INSTRUMENT_PLAUSIBLY_IN_FORCE_signing_date_2025",""
"rules_broken_line_by_line.csv","instrument_scope_vs_this_tender","1583","1583","0","100.0","5","DIFFERENT_CATEGORY_STD_WORKS",""
"rules_broken_line_by_line.csv","publishable_as_a_breach","1583","1583","0","100.0","3","YES_MANDATORY_CLAUSE_AND_EVENT_FALLS_INSIDE_INSTRUMENT_PERIOD",""
"rules_broken_line_by_line.csv","publishability_reason","1583","1583","0","100.0","3","The clause says 'shall', it is quoted verbatim from a document in the corpus, and the event it governs happened in 2025 or later, when that document existed.",""
"rules_broken_line_by_line.csv","severity_if_deviation","1583","1583","0","100.0","2","HIGH",""
"rules_broken_line_by_line.csv","interpretation_limit","1583","1583","0","100.0","9","The BDT 10 lakh floor and the publication duty are document-specific to e-PG3A, dated December 2025. Decisive timing check run this session: all 60 award notices that DO print an ownership table were ",""
"rules_broken_line_by_line.csv","quote_reproduction_note","1583","1583","0","100.0","1","Quotes follow the clause's READING ORDER, which is not always the character order produced by `pdftotext -layout`. Three artefacts break a naive literal search and none of them means the quote is wron",""
"bidder_detail.csv","tender_id","1189","1189","0","100.0","645","1001782",""
"bidder_detail.csv","agency","1189","1189","0","100.0","6","CDA",""
"bidder_detail.csv","procuring_entity","1189","1189","0","100.0","70","Project Director (CDA Square)",""
"bidder_detail.csv","package_description","1189","1189","0","100.0","641","Supply, Installation, Testing & Commissioning of Lift at CDA SQUARE Project (Lot-2).",""
"bidder_detail.csv","record_type","1189","1189","0","100.0","4","AWARDED_BIDDER",""
"bidder_detail.csv","bidder_name","1189","854","335","71.8","349","CPDL LTD.","Losing bidders are never named on the e-GP award notice; only counts are published. Rows of type UNNAMED_REJECTED_BIDDERS_AGGREGATE therefore carry no name."
"bidder_detail.csv","bidder_name_normalised","1189","854","335","71.8","341","CPDL LTD","Losing bidders are never named on the e-GP award notice; only counts are published. Rows of type UNNAMED_REJECTED_BIDDERS_AGGREGATE therefore carry no name."
"bidder_detail.csv","bid_amount","1189","748","441","62.9","722","52490000.53","Empty where the published document does not contain the value. The five portal refusals ('not exists or You are un-authorized') account for the smallest group."
"bidder_detail.csv","responsive_status","1189","1114","75","93.7","3","responsive","Empty where the published document does not contain the value. The five portal refusals ('not exists or You are un-authorized') account for the smallest group."
"bidder_detail.csv","qualified_status","1189","1114","75","93.7","3","qualified","Empty where the published document does not contain the value. The five portal refusals ('not exists or You are un-authorized') account for the smallest group."
"bidder_detail.csv","technical_status","1189","0","1189","0.0","0","","No award notice in the corpus prints a separate technical evaluation status."
"bidder_detail.csv","rejection_reason","1189","645","544","54.2","1","not_applicable_won_the_contract","The award notice states how many tenders were non-responsive but never why. The reason exists in the tender evaluation committee report, which is not published."
"bidder_detail.csv","rejected_requirement","1189","645","544","54.2","1","not_applicable","The award notice never states which requirement a rejected tender failed."
"bidder_detail.csv","beneficial_owner_name","1189","75","1114","6.3","51","MD. ABDUL BARI                                 Proprietor","Only 75 award notices publish an ownership table; the rest print none."
"bidder_detail.csv","ownership_percentage","1189","209","980","17.6","28","100.00","Twelve joint ventures print all partner shares as 0.000%, and most ownership tables omit percentages altogether."
"bidder_detail.csv","owner_country","1189","30","1159","2.5","2","Bangladesh","Published on only six ownership rows."
"bidder_detail.csv","source_file","1189","1189","0","100.0","645","Tender_1001782.pdf",""
"bidder_detail.csv","page_number","1189","1189","0","100.0","2","1",""
"bidder_detail.csv","evidence_excerpt","1189","1189","0","100.0","855","Contract Value (Taka): 52490000.53; Name of Supplier/Contractor/Consultant: CPDL LTD.",""
"bidder_detail.csv","note","1189","1189","0","100.0","16","bid amount equals the awarded contract value as printed on the award notice",""
"data_dictionary.csv","(this file)","276","","","","","one row per column of every other deliverable","why_empty_cells_are_empty is itself empty wherever a column is 100 percent filled. Two transformations were applied after the first pass: 89 evidence_page cells that had inherited a whole provenance map were reduced to the single page and the map kept in evidence_page_map; and the pdftotext mojibake sequence for a curly apostrophe was replaced with a straight apostrophe in 19 excerpt cells, so that a reader's diff against the PDF matches."
